name,company,image,for_gender,main accords,top notes,middle notes,base notes
Aristocrat Platinum Ajmal,Ajmal,https://fimgs.net/mdimg/perfume/375x500.71721.jpg,for men,"{'oud': '100', 'leather': '83.846', 'white floral': '78.4615', 'fresh spicy': '70.9232', 'aromatic': '60.1537', 'animalic': '59.3459', 'rose': '56.923', 'woody': '52.6154', 'earthy': '49.3847', 'floral': '47.7691'}","Pepper, Lemon","Jasmine, Rose","Agarwood (Oud), Leather, Vetiver"
Wanderer Ajmal,Ajmal,https://fimgs.net/mdimg/perfume/375x500.66939.jpg,for men,"{'musky': '100', 'citrus': '95.2616', 'leather': '78.4615', 'fresh': '75.2305', 'powdery': '73.8843', 'animalic': '67.9614', 'woody': '62.3078', 'floral': '60.1539', 'white floral': '51.5385', 'amber': '46.1537'}",Citruses,"Freesia, Lily-of-the-Valley","Musk, Leather, Cedar, Amber"
Irish Ferre Al Ambra,Al Ambra,https://fimgs.net/mdimg/perfume/375x500.52617.jpg,for women and men,"{'aromatic': '100', 'leather': '84.6875', 'fresh spicy': '74.1145', 'amber': '66.4582', 'animalic': '62.448', 'woody': '58.802', 'smoky': '46.4062', 'vanilla': '45.3125'}","Juniper Berries, Leather, Amber","Mate, Berry Fruits","Leather, Tonka Bean"
Les Exclusifs de Chanel Eau de Cologne Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.7130.jpg,for women,"{'citrus': '100', 'green': '52.7054', 'aromatic': '51.8382', 'fresh spicy': '48.6058', 'fresh': '47.2365'}","Lemon, Bergamot, Citruses, Green Notes","Neroli, Petitgrain, Spicy Notes","Musk, Tonka Bean"
Cruise Collection Escale a Parati Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.14833.jpg,for women and men,"{'citrus': '100', 'aromatic': '67.4759', 'woody': '62.3564', 'green': '61.6942', 'fresh spicy': '48.6175', 'fresh': '47.3059', 'warm spicy': '45.6062'}","Petitgrain, Lemon, Bitter Orange","Mint, Palisander Rosewood, Cinnamon, Red Berries","Woodsy Notes, Tonka Bean"
Bitter Mandarin Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.72614.jpg,for women and men,"{'citrus': '100', 'fresh spicy': '45.304'}","Mandarin Orange, Bergamot, Petitgrain",Orange,"Amber, Iris"
Grapefruit Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.5584.jpg,for women and men,"{'citrus': '100', 'aromatic': '99.079', 'fresh spicy': '78.1711', 'woody': '71.6685', 'earthy': '60.6527', 'green': '55.9002', 'mossy': '48.7894', 'warm spicy': '44.1107'}","Grapefruit, Tangerine","Rosemary, Mint, Paprika, Jasmine","Vetiver, Oakmoss, Patchouli"
Totem Yellow Kenzo,Kenzo,https://fimgs.net/mdimg/perfume/375x500.31207.jpg,for women and men,"{'citrus': '100', 'green': '56.9691', 'leather': '54.2796', 'woody': '52.412', 'fresh': '52.3', 'fresh spicy': '48.0042', 'aromatic': '46.2114'}","Pink Grapefruit, Lemon","Tea, Hedione, Peach, Rose","Leather, Woody Notes, White Musk"
Allure Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.502.jpg,for women,"{'citrus': '100', 'floral': '91.7591', 'white floral': '90.2749', 'fruity': '66.3282', 'vanilla': '58.6031', 'fresh': '55.6134', 'woody': '52.9901', 'sweet': '51.472', 'powdery': '49.7755', 'aromatic': '48.9773'}","Lemon, Mandarin Orange, Passionfruit, Peach, Bergamot","Honeysuckle, Jasmine, Magnolia, Freesia, Water Lily, Orange Blossom, Peony, May Rose","Vanilla, Sandalwood, Amber, Vetiver, Patchouli"
Comète Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.90434.jpg,for women,"{'powdery': '100', 'iris': '73.3932', 'floral': '69.5488', 'musky': '60.0706', 'vanilla': '55.3128', 'fresh': '55.1986', 'aldehydic': '51.6966', 'violet': '51.6966', 'almond': '48.0804', 'earthy': '47.3571'}","Cherry Blossom, Aldehydes","Iris, Heliotrope",Musk
Gabrielle Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.43718.jpg,for women,"{'white floral': '100', 'citrus': '92.8817', 'woody': '59.2126', 'sweet': '55.8834', 'fruity': '53.3671', 'musky': '51.9516', 'yellow floral': '50.4132', 'powdery': '49.7793', 'tuberose': '47.3161', 'animalic': '45.677'}","Grapefruit, Mandarin Orange, Black Currant","Orange Blossom, Jasmine, Ylang-Ylang, Tuberose, Lily-of-the-Valley, Pear, Pink Pepper","Musk, Sandalwood, Cashmeran, Orris"
Gardénia Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.936.jpg,for women,"{'white floral': '100', 'green': '49.1085', 'tuberose': '48.0683', 'animalic': '45.283', 'sweet': '45.0445', 'lactonic': '44.6235'}","Orange Blossom, Green Notes","Gardenia, Tuberose, Jasmine, Fruity Notes","Coconut, Musk, Vanilla, Sandalwood, Vetiver, Patchouli"
Gardénia Eau de Parfum Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.41788.jpg,for women,"{'white floral': '100', 'green': '69.4124', 'fruity': '63.5019', 'lactonic': '62.9573', 'vanilla': '57.4007', 'sweet': '57.0468', 'coconut': '44.1636', 'animalic': '44.0001'}",Green Leaves,"Gardenia, Fruity Notes, Coconut",Vanilla
Le 1940 Beige de Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.45188.jpg,for women,"{'white floral': '100', 'earthy': '87.7502', 'iris': '82.5003', 'mossy': '82.5003', 'amber': '76.6668', 'animalic': '61.5', 'powdery': '61.5', 'violet': '56.2502', 'woody': '56.2502', 'floral': '49.2502'}",Iris,Jasmine,"Oakmoss, Ambergris"
Addict To Life Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.12109.jpg,for women,"{'white floral': '100', 'rose': '89.6355', 'fruity': '84.0623', 'sweet': '63.1876', 'musky': '58.5417', 'floral': '57.6978', 'woody': '57.2918', 'fresh': '55.0209', 'powdery': '50.6877', 'green': '44.4168'}","Raspberry, Peach, Pomegranate","Rose, Lily-of-the-Valley, Jasmine","Musk, Virginia Cedar"
Dior Addict 2 Summer Peonies Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.1246.jpg,for women,"{'floral': '100', 'fresh': '82.8107', 'citrus': '69.4365', 'rose': '60.4349', 'powdery': '51.9472', 'violet': '50.5756'}","Bergamot, Orange","Peony, Violet",Musk
Dior Addict Eau Fraiche 2014 Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.25611.jpg,for women,"{'floral': '100', 'citrus': '93.8705', 'musky': '63.2524', 'white floral': '60.7777', 'fresh spicy': '60.1745', 'powdery': '52.2711', 'green': '50.8021', 'fresh': '48.4666', 'aromatic': '48.2347'}","Calabrian bergamot, Grapefruit","Freesia, Lily-of-the-Valley","White Musk, Woodsy Notes"
Dior Addict Eau Sensuelle Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.15269.jpg,for women,"{'rose': '100', 'musky': '79.7051', 'white floral': '77.6413', 'floral': '60.5283', 'powdery': '59.634', 'woody': '53.9065'}",Rose,Jasmine,"Musk, Cedar"
Dior Miss Dior Blooming Bouquet Bobby Limited Edition Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.64707.jpg,for women,"{'fruity': '100', 'rose': '100', 'floral': '90.6664', 'powdery': '75.3332', 'musky': '70', 'fresh': '67.3334', 'sweet': '61.3333', 'citrus': '59.0001', 'lactonic': '50.6669'}",Mandarin Orange,"Apricot, Pink Peony, Damask Rose, Peach",White Musk
Diorissimo Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.224.jpg,for women,"{'white floral': '100', 'green': '70.1429', 'fresh': '69.9591', 'floral': '66.4696'}","Green Leaves, Bergamot","Lily-of-the-Valley, Lilac, Jasmine, Lily, Ylang-Ylang, Amaryllis, Rosemary, Boronia","Civet, Sandalwood"
Dolce Vita Parfum Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.33769.jpg,for women,"{'warm spicy': '100', 'powdery': '100', 'woody': '93.7389', 'vanilla': '90.8653', 'fruity': '84.245', 'citrus': '83.1156', 'sweet': '77.9328', 'floral': '69.5677', 'cinnamon': '65.9239', 'lactonic': '61.1713'}","Peach, Cardamom, Lily, Bergamot, Rose, Grapefruit","Apricot, Cinnamon, Palisander Rosewood, Heliotrope, Lily, Magnolia","Vanilla, Coconut, Sandalwood, Cedar"
Forever and Ever Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.1244.jpg,for women,"{'floral': '100', 'rose': '67.802', 'fresh spicy': '65.6465', 'white floral': '48.9008', 'aromatic': '45.9167'}","Freesia, Water Jasmine, Ivy","Rose, Almond Blossom, Geranium","Nutmeg, Musk, Vanilla"
Forever and Ever Dior Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.1245.jpg,for women,"{'floral': '100', 'rose': '79.3057', 'fresh spicy': '48.4897', 'white floral': '48.2526', 'vanilla': '47.0676', 'green': '46.9962', 'fruity': '46.0244', 'aromatic': '44.7916'}","Freesia, Ivy, Jasmine","Rose Hip, Almond Blossom, Geranium","Vanilla, Musk, Amber"
Grand Bal (2018) Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.48389.jpg,for women and men,"{'white floral': '100', 'yellow floral': '65.2892', 'sweet': '63.2646', 'floral': '62.2232', 'woody': '58.2315', 'citrus': '54.0084', 'powdery': '50.8844', 'fruity': '48.6281', 'fresh': '47.4712', 'musky': '45.62'}","Orange Blossom, Bergamot","Jasmine, Ylang-Ylang, Peach, Hedione","White Musk, Sandalwood"
I Love Dior Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.1382.jpg,for women,"{'white floral': '100', 'fruity': '91.3412', 'floral': '86.0457', 'citrus': '75.3629', 'fresh': '60.6781', 'sweet': '58.3041', 'rose': '53.8912', 'green': '51.995', 'woody': '46.4196'}","Magnolia, Freesia, Mandarin Orange, Bitter Orange, Orange","Lily-of-the-Valley, Pear, Honeysuckle, Rose, Lily, Raspberry, Black Currant","Musk, Cedar, Amber"
J'adore Body Mist Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.66239.jpg,for women,"{'powdery': '100', 'violet': '77.826', 'musky': '77.826', 'woody': '67.6085', 'white floral': '60.4348', 'fresh': '52.174', 'vanilla': '51.7391', 'floral': '50.2173', 'sweet': '45.2174'}",,,
J'adore Eau de Toilette 2011 Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.13017.jpg,for women,"{'white floral': '100', 'citrus': '79.9654', 'sweet': '47.0163', 'fresh': '46.6207', 'yellow floral': '45.8291', 'woody': '44.8668', 'floral': '44.2274', 'tuberose': '44.0077'}","Citruses, Mandarin Orange, Neroli","Jasmine, African Orange Flower, Ylang-Ylang, Tuberose, Rose","Woodsy Notes, Vanille"
J'Adore Extrait de Parfum Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.11398.jpg,for women,"{'woody': '100', 'yellow floral': '83.2051', 'rose': '76.1539', 'sweet': '56.6025', 'floral': '49.1666'}",Ylang-Ylang,Rose,"Sandalwood, Woodsy Notes"
J'adore Le Jasmin Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.3178.jpg,for women,"{'white floral': '100', 'floral': '83.6168', 'woody': '60.9786', 'citrus': '52.9361', 'fruity': '51.6703', 'powdery': '48.1703', 'violet': '47.8724', 'fresh': '45.0424', 'sweet': '45.0424'}",,,
J'adore Lumiere Eau de Toilette Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.36495.jpg,for women,"{'citrus': '100', 'floral': '76.5329', 'rose': '51.94'}","Blood Orange, Lemon","Magnolia, Neroli, Damask Rose","Sandalwood, Vanilla"
J'Adore Voile de Parfum Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.17513.jpg,for women,"{'iris': '100', 'powdery': '99.2515', 'musky': '84.5025', 'rose': '83.9801', 'violet': '65', 'earthy': '58.0001', 'floral': '53.1942', 'woody': '44.0001'}",Damask Rose,Tuscan Iris,White Musk
Jasmin Des Anges Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.48383.jpg,for women and men,"{'fruity': '100', 'white floral': '86.9768', 'floral': '71.6036', 'powdery': '61.1401', 'lactonic': '54.051', 'sweet': '51.084', 'musky': '48.117'}",Bergamot,"Jasmine, Apricot, Osmanthus, Peach","White Musk, Vanilla"
Les Creations de Monsieur Dior Diorama Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.10408.jpg,for women,"{'fruity': '100', 'white floral': '96.6436', 'woody': '93.0927', 'sweet': '82.5854', 'fresh spicy': '77.4287', 'yellow floral': '69.4024', 'aromatic': '61.8624', 'patchouli': '61.133', 'citrus': '59.8682', 'floral': '58.5787'}","Ylang-Ylang, Bergamot","Jasmine, Peach, Caraway, Plum, Rose","Patchouli, Virginia Cedar"
Les Creations de Monsieur Dior Diorissimo Eau de Parfum Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.7370.jpg,for women,"{'white floral': '100', 'fresh': '59.6293', 'green': '48.1034'}",Lily-of-the-Valley,Jasmine,Musk
Les Creations de Monsieur Dior Forever and Ever Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.7374.jpg,for women,"{'floral': '100', 'rose': '75.3772', 'white floral': '56.7641'}",Freesia,Jasmine,Tincture of Rose
Lily Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.2002.jpg,for women,"{'white floral': '100', 'green': '73.9999', 'floral': '65.3846', 'fresh': '64.5384', 'woody': '52.6152'}","Green Notes, Fruity Notes, Bergamot, Brazilian Rosewood","Lily-of-the-Valley, Lilac, Lily, Jasmine, Rose","Musk, Sandalwood"
Miss Dior Absolutely Blooming Roller Pearl Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.48406.jpg,for women,"{'fruity': '100', 'rose': '81.3804', 'floral': '70.8452', 'sweet': '64.4577', 'woody': '62.4781', 'soft spicy': '57.2223', 'musky': '56.9158', 'fresh': '50.7407', 'fresh spicy': '45.0368'}","Pomegranate, Raspberry, Pink Pepper, Black Currant","Grasse Rose, Damask Rose, Peony",White Musk
Miss Dior Blooming Bouquet Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.23280.jpg,for women,"{'floral': '100', 'rose': '99.1018', 'fresh': '76.3714', 'fruity': '61.5951', 'musky': '56.4545', 'citrus': '53.8801', 'powdery': '53.7363', 'sweet': '45.2845'}",Sicilian Mandarin,"Pink Peony, Damask Rose, Apricot, Peach",White Musk
Miss Dior Blooming Bouquet (2023) Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.78945.jpg,for women,"{'floral': '100', 'rose': '71.5638', 'fresh': '61.3983', 'musky': '50.721', 'citrus': '50.3553', 'sweet': '46.2599'}","Sweet Pea, Bergamot","Peony, Damask Rose",White Musk
Miss Dior Blooming Bouquet Couture Edition Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.23281.jpg,for women,"{'rose': '100', 'floral': '83.2', 'citrus': '62.2001', 'fresh': '60.3058', 'musky': '54.7058'}",Sicilian Mandarin,"Rose, Peony",White Musk
Miss Dior Blooming Bouquet Roller Pearl Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.48407.jpg,for women,"{'rose': '100', 'floral': '97.7489', 'citrus': '77.2422', 'fresh': '70.9514', 'fruity': '63.7355', 'powdery': '53.5595', 'musky': '50.9692', 'sweet': '45.7267'}","Sicilian Mandarin, Bergamot","Peony, Damask Rose, Peach, Apricot",White Musk
Miss Dior Cherie Blooming Bouquet 2007 Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.3738.jpg,for women,"{'floral': '100', 'fresh': '86', 'rose': '65', 'musky': '64.0974', 'citrus': '63.0946', 'powdery': '47.0486'}",Mandarin Orange,Peony,Musk
Miss Dior Cherie L'Eau Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.5722.jpg,for women,"{'white floral': '100', 'citrus': '90.495', 'musky': '68.9975', 'lactonic': '58.0001', 'animalic': '49.8496', 'powdery': '49.4986', 'fresh': '48.1484'}",Bitter Orange,Gardenia,Musk
Miss Dior Rose N'Roses Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.58562.jpg,for women,"{'rose': '100', 'musky': '72.5768', 'fresh spicy': '67.3313', 'citrus': '63.4971', 'aromatic': '58.313', 'powdery': '52.8405', 'floral': '48.8928'}","Geranium, Bergamot, Italian Mandarin","Grasse Rose, Damask Rose",White Musk
Miss Dior Rose N'Roses Roller Pearl Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.65505.jpg,for women,"{'rose': '100', 'citrus': '74.6154', 'musky': '62.3077', 'fresh spicy': '55.3846', 'floral': '50.9999', 'aromatic': '48.6154', 'powdery': '47.8461'}","Italian Mandarin, Geranium, Bergamot","Grasse Rose, Damask Rose",White Musk
Poison Esprit de Parfum Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.34811.jpg,for women,"{'amber': '100', 'warm spicy': '97.4192', 'sweet': '95.6292', 'woody': '93.8385', 'fruity': '92.1375', 'white floral': '83.2556', 'powdery': '69.1214', 'tuberose': '67.8106', 'honey': '66.8107', 'balsamic': '66.4908'}","Plum, Forest Fruits, Palisander Rosewood, Anise, Coriander, Pepper","Tuberose, Honey, Incense, Cloves, Cinnamon, Opoponax, Rose, Jasmine, Orange Blossom","Vanilla, Amber, Musk, Heliotrope, Sandalwood, Vetiver, Cedar"
Pure Poison Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.214.jpg,for women,"{'white floral': '100', 'citrus': '65.5854', 'woody': '50.7409'}","Jasmine, Orange, Bergamot, Sicilian Mandarin","Gardenia, Orange Blossom","Sandalwood, White Amber, Cedar, White Musk"
Pure Poison Elixir Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.796.jpg,for women,"{'white floral': '100', 'citrus': '62.8487', 'vanilla': '56.0477', 'cacao': '55.781', 'sweet': '47.6555', 'amber': '45.4687', 'warm spicy': '45.4687'}","Jasmine, Mandarin Orange, Petitgrain, Bergamot","African Orange Flower, Gardenia","Vanille, Cacao, Amber"
Sakura Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.48379.jpg,for women and men,"{'floral': '100', 'powdery': '63.7096', 'fresh': '60.7724', 'green': '55.2989', 'rose': '52.6956', 'musky': '48.9128', 'violet': '48.2454', 'yellow floral': '47.2218'}",Green Notes,"Japanese Cherry Blossom, Rose, Jasmine, Hedione","Mimosa, White Musk, Violet"
Souffle De Soie Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.48377.jpg,for women and men,"{'white floral': '100', 'tuberose': '68.8887', 'powdery': '67.4659', 'rose': '64.1463', 'musky': '61.3006', 'citrus': '60.7318', 'floral': '58.2657', 'aromatic': '57.6964', 'violet': '50.8669', 'balsamic': '50.2981'}",Bergamot,"Jasmine, Tuberose, Rose, elemi","White Musk, Violet, Patchouli, Vanilla, Cinnamon"
Tendre Poison Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.220.jpg,for women,"{'white floral': '100', 'citrus': '86.817', 'floral': '80.3122', 'tuberose': '76.5068', 'sweet': '67.3798', 'powdery': '66.1062', 'honey': '64.608', 'woody': '62.7724', 'animalic': '56.7472', 'fresh spicy': '53.9791'}","Asafoetida, Bergamot, Brazilian Rosewood, Mandarin Orange","Tuberose, Honey, Orange Blossom, Freesia, Rose","Musk, Sandalwood, Heliotrope, Vanilla"
Tendre Poison Parfum Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.78485.jpg,for women,"{'powdery': '100', 'vanilla': '93.9224', 'woody': '86', 'tuberose': '66.0126', 'rose': '66.0126', 'balsamic': '65.5623', 'green': '64.4372', 'white floral': '62.4115', 'floral': '61.9612', 'musky': '52.5082'}","Asafoetida, Brazilian Rosewood, Galbanum, Bergamot, Tangerine","Rose, Tuberose, Honey, Neroli, Freesia, Orange","Heliotrope, Vanilla, Sandalwood, Musk"
The Cachemire Dior,Dior,https://fimgs.net/mdimg/perfume/375x500.48371.jpg,for women and men,"{'citrus': '100', 'green': '87.0264', 'aromatic': '72.5553', 'fresh': '69.8841', 'musky': '68.7579', 'woody': '67.8284', 'floral': '66.8725', 'fresh spicy': '65.2751', 'fruity': '51.6181', 'white floral': '50.3217'}","Petitgrain, Bergamot, Lemon, Bitter Orange","White Tea, Hedione, Honeysuckle, Magnolia, Black Currant, Rose","Mate, Musk, Iso E Super, Smoke, Orris"
Frangipani Flower Cologne Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.54458.jpg,for women and men,"{'floral': '100', 'citrus': '99.2679', 'tropical': '78.0335', 'white floral': '65.1467', 'woody': '60.0212', 'yellow floral': '59.2887', 'lactonic': '54.017', 'aldehydic': '53.7972', 'aromatic': '47.2071', 'sweet': '44.6443'}","Lemon, Solar Notes","Frangipani, Jasmine, Ylang-Ylang","Sandalwood, Benzoin"
Honeysuckle & Davana Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.51266.jpg,for women,"{'white floral': '100', 'aromatic': '67.6656', 'fruity': '65.0002', 'green': '63.4805', 'mossy': '61.8861', 'rose': '56.1568', 'earthy': '52.3204', 'yellow floral': '51', 'balsamic': '46.7402'}",Davana,"Honeysuckle, Rose",Moss
Jasmine Sambac & Marigold Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.49714.jpg,for women,"{'white floral': '100', 'sweet': '66.6638', 'floral': '61.4399', 'yellow floral': '55.6001', 'balsamic': '53.04', 'aromatic': '51.8401', 'amber': '51.6', 'honey': '48.4001', 'herbal': '45.5999', 'fresh spicy': '44.0398'}",Marigold,"Jasmine Sambac, Ylang-Ylang, Honey",Benzoin
London Rain Wisteria & Violet Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.22503.jpg,for women and men,"{'floral': '100', 'fresh': '67.7436', 'violet': '58.7671', 'powdery': '50.1369', 'aquatic': '45.6621', 'patchouli': '44.3836'}",Water Lily,"Wisteria, Violet",Patchouli
Lotus Blossom & Water Lily Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.3784.jpg,for women,"{'floral': '100', 'citrus': '90.0577', 'woody': '68.7093', 'aquatic': '65.2272', 'amber': '61.6439', 'white floral': '60.281', 'powdery': '55.1083', 'musky': '52.2059', 'smoky': '47.2602', 'fresh spicy': '46.6042'}","Grapefruit, Bergamot, Mandarin Orange","Lotus, Water Lily, Honeysuckle, Freesia, Jasmine","Musk, Guaiac Wood, Amber, Incense, Sandalwood"
Moonlit Camomile Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.72843.jpg,for women and men,"{'musky': '100', 'herbal': '83.7601', 'floral': '78.4401', 'powdery': '65.0001', 'aromatic': '50.1601'}",Moon Flower,Chamomile,White Musk
Nashi Blossom Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.37551.jpg,for women and men,"{'floral': '100', 'musky': '88.9379', 'citrus': '88.53', 'powdery': '59.4689', 'fresh': '59.0154', 'rose': '58.1088', 'fruity': '56.386', 'aromatic': '47.1372'}",Lemon,"Pear Blossom, Rose",White Musk
Orange Blossom Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.2279.jpg,for women and men,"{'white floral': '100', 'citrus': '66.2971', 'floral': '62.04', 'sweet': '53.7305', 'fresh': '46.1937', 'soapy': '44.2574'}",Tangerine Blossom,"Orange Blossom, Lilac, Water Lily","Iris, Vetiver"
Orange Blossom Cologne (2019) Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.54457.jpg,for women and men,"{'citrus': '100', 'floral': '73.9058', 'white floral': '62.9844', 'sweet': '55.9478', 'green': '55.5078', 'fresh': '46.1258'}","Clementine, Citron, Green Notes","Orange Blossom, Lotus","Lilac, Orris, Vetiver"
Peony & Blush Suede Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.18767.jpg,for women,"{'floral': '100', 'rose': '80.1812', 'fresh': '78.2772', 'leather': '55.1847', 'fruity': '51.4469', 'musky': '47.9892'}",Red Apple,"Peony, Rose, Carnation, Jasmine",Suede
Poppy & Barley Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.56152.jpg,for women and men,"{'powdery': '100', 'fruity': '91.2059', 'floral': '63.9066', 'violet': '62.9595', 'sweet': '60.1563', 'woody': '55.6436', 'musky': '54.1803'}","Fig, Violet, Black Currant","Powdery Notes, Wheat, Poppy","Barley, White Musk, Bran"
Poptastic Tuberose Angelica Cologne Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.45695.jpg,for women,"{'amber': '100', 'tuberose': '87.7981', 'white floral': '76.2387', 'musky': '65.3212', 'woody': '63.3947', 'powdery': '51.1928', 'animalic': '47.3394'}",Angelica,Tuberose,Amberwood
Red Roses Cologne Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.71507.jpg,for women and men,"{'rose': '100', 'ozonic': '52.1667', 'floral': '51', 'aquatic': '46.3334'}","Violet Leaves, Lemon","Rose, Bulgarian Rose, Turkish Rose, Damask Rose, May Rose, French Rose",Honeycomb
Red Roses Cologne (2023) Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.79465.jpg,for women,"{'rose': '100', 'floral': '51.7242'}",Lemon,Red Rose,Honeycomb
Rock The Ages Lily of the Valley & Ivy Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.29528.jpg,for women,"{'green': '100', 'white floral': '90.2499', 'fresh': '89.8118', 'musky': '74.9138', 'beeswax': '60.6728', 'animalic': '58.0983', 'powdery': '55.7432', 'citrus': '53.7166', 'honey': '53.0045', 'amber': '51.9093'}","Ivy, Pink Grapefruit, Black Currant","Lily-of-the-Valley, Narcissus","White Musk, Beeswax, Amber"
