name,company,image,for_gender,main accords,top notes,middle notes,base notes
Angels' Share By Kilian,By Kilian,https://fimgs.net/mdimg/perfume/375x500.62615.jpg,for women and men,"{'woody': 100.0, 'sweet': 92.6987, 'warm spicy': 89.4303, 'vanilla': 78.3058, 'cinnamon': 67.3313, 'amber': 52.084, 'powdery': 46.3568, 'lactonic': 44.7526, 'aromatic': 44.5877}",['Cognac'],"['Cinnamon', 'Tonka Bean', 'Oak']","['Praline', 'Vanilla', 'Sandalwood']"
My Way  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.62036.jpg,for women,"{'white floral': 100.0, 'citrus': 60.4322, 'tuberose': 59.0888, 'animalic': 46.7757}","['Orange Blossom', 'Bergamot']","['Tuberose', 'Indian Jasmine']","['White Musk', 'Madagascar Vanilla', 'Virginian Cedar']"
Libre Intense  Yves Saint Laurent,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.62318.jpg,for women,"{'vanilla': 100.0, 'aromatic': 71.4216, 'sweet': 69.9134, 'white floral': 69.338, 'lavender': 69.1826, 'amber': 68.4051, 'citrus': 67.861, 'powdery': 48.7517, 'floral': 48.5651, 'fresh spicy': 47.8188}","['Lavender', 'Mandarin Orange', 'Bergamot']","['Lavender', 'Tunisian Orange Blossom', 'Jasmine Sambac', 'Orchid']","['Madagascar Vanilla', 'Tonka Bean', 'Ambergris', 'Vetiver']"
Dior Homme 2020  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.58714.jpg,for men,"{'woody': 100.0, 'musky': 72.7229, 'amber': 53.4101, 'aromatic': 51.5617}","['Bergamot', 'Pink Pepper', 'elemi']","['Cashmere Wood', 'Atlas Cedar', 'Patchouli']","['Iso E Super', 'Haitian Vetiver', 'White Musk']"
Acqua di Giò Profondo  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.59532.jpg,for men,"{'aromatic': 100.0, 'marine': 93.2493, 'citrus': 79.7199, 'fresh spicy': 68.3193, 'woody': 67.7451, 'fresh': 62.493, 'mineral': 58.0112, 'musky': 45.126, 'salty': 44.902, 'patchouli': 44.4258}","['Sea Notes', 'Aquozone', 'Bergamot', 'Green Mandarin']","['Rosemary', 'Cypress', 'Lavender', 'Mastic or Lentisque']","['Mineral notes', 'Musk', 'Patchouli', 'Amber']"
Le Male Le Parfum  Jean Paul Gaultier,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.61856.jpg,for men,"{'warm spicy': 100.0, 'vanilla': 72.2173, 'aromatic': 60.6231, 'lavender': 58.2483, 'amber': 58.2173, 'powdery': 56.8204, 'iris': 53.592, 'woody': 53.3437}",['Cardamom'],"['Lavender', 'iris']","['Vanilla', 'Oriental notes', 'Woodsy Notes']"
Beau De Jour Eau de Parfum  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.59064.jpg,for men,"{'aromatic': 100.0, 'fresh spicy': 94.7562, 'lavender': 68.1606, 'woody': 62.7869, 'patchouli': 56.0894, 'green': 56.0375, 'earthy': 54.0645, 'mossy': 49.4697, 'amber': 49.0803, 'herbal': 48.1717}","['Lavender Extract', 'Lavender']","['Rosemary', 'Oakmoss', 'Mint', 'Basil', 'Geranium']","['Patchouli', 'Amber']"
Angel Nova  Mugler,Mugler,https://fimgs.net/mdimg/perfume/375x500.61519.jpg,for women,"{'fruity': 100.0, 'rose': 65.8115, 'sweet': 61.6736, 'oud': 57.181, 'woody': 54.1609, 'tropical': 51.216, 'warm spicy': 49.3889, 'amber': 44.6169, 'fresh': 44.144}","['Raspberry', 'Litchi']",['Damask Rose'],"['Akigalawood', 'Benzoin']"
L'Interdit Eau de Parfum Intense  Givenchy,Givenchy,https://fimgs.net/mdimg/perfume/375x500.62491.jpg,for women,"{'white floral': 100.0, 'vanilla': 83.8462, 'tuberose': 77.9933, 'patchouli': 60.6689, 'woody': 60.2007, 'aromatic': 57.0636, 'warm spicy': 54.9799, 'fresh spicy': 54.1137, 'earthy': 52.3813, 'animalic': 50.7191}",['Black Pepper'],"['Tuberose', 'Sesame', 'Orange Blossom']","['Madagascar Vanilla', 'Patchouli', 'Vetiver']"
L'Homme Idéal Extrême  Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.60284.jpg,for men,"{'fruity': 100.0, 'sweet': 92.2085, 'almond': 90.6687, 'tobacco': 69.4193, 'leather': 66.6476, 'nutty': 60.4884, 'warm spicy': 60.1804, 'cinnamon': 57.7167, 'woody': 52.3889, 'powdery': 49.1861}","['Almond', 'Pink Pepper', 'Bergamot']","['Plum', 'Cinnamon', 'Heliotrope']","['Tobacco', 'Leather', 'Patchouli', 'Cedar']"
Bitter Peach  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.62707.jpg,for women and men,"{'woody': 100.0, 'warm spicy': 77.6476, 'fruity': 73.896, 'amber': 72.1213, 'powdery': 66.5725, 'sweet': 65.2696, 'vanilla': 63.8767, 'balsamic': 56.8453, 'citrus': 56.2837, 'aromatic': 56.1265}","['Peach', 'Blood Orange', 'Cardamom', 'Heliotrope']","['Rum', 'Cognac', 'Davana', 'Jasmine']","['Indonesian Patchouli Leaf', 'Sandalwood', 'Vanilla', 'Tonka Bean', 'Cashmeran', 'Benzoin', 'Labdanum', 'Styrax', 'Vetiver']"
Narciso Eau de Parfum Ambrée  Narciso Rodriguez,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.60867.jpg,for women,"{'musky': 100.0, 'powdery': 87.407, 'woody': 86.9365, 'floral': 86.5426, 'amber': 74.5952, 'yellow floral': 72.4508, 'tropical': 71.8381, 'white floral': 63.2604, 'sweet': 60.4814, 'vanilla': 52.5383}","['Frangipani', 'Ylang-Ylang', 'White Flowers']","['Musk', 'Amber']","['Cashmeran', 'Vanilla', 'Cedar']"
La Nuit Tresor Nude  Lancome,Lancome,https://fimgs.net/mdimg/perfume/375x500.58825.jpg,for women,"{'vanilla': 100.0, 'coconut': 85.9852, 'sweet': 63.035, 'citrus': 52.0233, 'rose': 51.5042, 'lactonic': 49.5948, 'powdery': 48.0561, 'tropical': 46.7956}",['Bergamot'],['Rose'],"['Coconut', 'Vanila']"
The Only One Eau de Parfum Intense  Dolce&Gabbana,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.59312.jpg,for women,"{'white floral': 100.0, 'vanilla': 75.2123, 'woody': 65.9461, 'citrus': 64.2808, 'coconut': 59.2466, 'sweet': 57.7603, 'fresh': 45.8858}","['Neroli', 'Green Apple', 'Italian Mandarin']","['Jasmine', 'Coconut', 'Orange Blossom']","['Vanilla', 'Cashmere Wood', 'Cedar']"
Black Orchid Parfum  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.62199.jpg,for women and men,"{'earthy': 100.0, 'sweet': 98.1833, 'woody': 90.1842, 'yellow floral': 80.6907, 'fruity': 72.7794, 'patchouli': 72.4864, 'rum': 68.4429, 'floral': 64.1942, 'warm spicy': 60.8539, 'animalic': 47.6685}","['Truffle', 'Plum']","['Ylang-Ylang', 'Rum', 'Black Orchid']",['Patchouli']
La Vie Est Belle Intensément  Lancome,Lancome,https://fimgs.net/mdimg/perfume/375x500.59326.jpg,for women,"{'vanilla': 100.0, 'powdery': 87.6849, 'sweet': 77.2545, 'fruity': 74.5487, 'woody': 59.1565, 'white floral': 57.4146, 'warm spicy': 55.4584, 'amber': 54.9872, 'iris': 54.9872, 'balsamic': 48.5334}","['Raspberry', 'Pink Pepper', 'Bergamot']","['Heliotrope', 'Jasmine Sambac', 'Orange Blossom']","['Vanilla', 'iris', 'Benzoin', 'Sandalwood', 'Patchouli']"
Miss Dior Rose N'Roses  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.58562.jpg,for women,"{'rose': 100.0, 'musky': 73.75, 'fresh spicy': 70.5, 'citrus': 64.1875, 'aromatic': 60.8, 'powdery': 53.475, 'floral': 48.525}","['Geranium', 'Bergamot', 'Italian Mandarin']","['Grasse Rose', 'Damask Rose']",['White Musk']
1 Million Parfum  Paco Rabanne,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.60035.jpg,for men,"{'white floral': 100.0, 'amber': 93.1877, 'tuberose': 86.0741, 'animalic': 80.7216, 'woody': 71.7312, 'salty': 61.9762, 'tropical': 58.7322, 'leather': 56.6468, 'musky': 51.9431, 'coconut': 51.5492}",[],"['Tuberose', 'Monoi Oil', 'Salt', 'Ambergris', 'Solar notes', 'Leather', 'Cashmeran', 'Pine', 'Labdanum']",[]
Voce Viva  Valentino,Valentino,https://fimgs.net/mdimg/perfume/375x500.62754.jpg,for women,"{'citrus': 100.0, 'white floral': 86.0863, 'vanilla': 83.8367, 'sweet': 61.7103, 'powdery': 55.47, 'warm spicy': 53.436, 'musky': 45.1002, 'aromatic': 44.3605}","['Mandarin Orange', 'Bergamot', 'Ginger']","['Orange Blossom', 'Gardenia']","['Vanilla', 'Tonka Bean', 'Musk', 'Sandalwood', 'Oakmoss']"
Le Lion de  Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.61036.jpg,for women and men,"{'amber': 100.0, 'woody': 72.5709, 'musky': 63.5603, 'powdery': 61.016, 'citrus': 56.0638, 'vanilla': 51.5957, 'balsamic': 50.2181, 'patchouli': 48.8653, 'warm spicy': 46.8794}","['Lemon', 'Bergamot']","['Labdanum', 'Amber']","['Madagascar Vanilla', 'Patchouli', 'Sandalwood', 'Musk']"
Irresistible  Givenchy Givenchy,Givenchy,https://fimgs.net/mdimg/perfume/375x500.60891.jpg,for women,"{'musky': 100.0, 'fruity': 79.7845, 'rose': 75.9549, 'powdery': 71.2666, 'floral': 68.5975, 'sweet': 67.2745, 'iris': 59.4761, 'aquatic': 56.5517, 'woody': 51.6777, 'fresh': 49.9138}","['Pear', 'Ambrette (Musk Mallow)']","['Rose', 'iris']","['Musk', 'Virginia Cedar']"
Rose Prick  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.58781.jpg,for women and men,"{'warm spicy': 100.0, 'rose': 91.6477, 'patchouli': 72.2585, 'fresh spicy': 68.4801, 'earthy': 59.6555, 'woody': 55.3551, 'citrus': 54.4602, 'vanilla': 52.2727, 'floral': 48.4943, 'herbal': 47.1023}","['Sichuan Pepper', 'Turmeric']","['May Rose', 'Bulgarian Rose', 'Turkish Rose']","['Patchouli', 'Tonka Bean']"
So Scandal!  Jean Paul Gaultier,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.60942.jpg,for women,"{'white floral': 100.0, 'fruity': 69.8104, 'sweet': 66.2214, 'tuberose': 66.0405, 'lactonic': 50.629, 'animalic': 45.9016}",[],"['Raspberry', 'Tuberose', 'Milk', 'Jasmine Sambac', 'Orange Blossom']",[]
Idôle L'Intense  Lancome,Lancome,https://fimgs.net/mdimg/perfume/375x500.62333.jpg,for women,"{'woody': 100.0, 'rose': 87.0767, 'musky': 85.7795, 'floral': 85.066, 'white floral': 75.4019, 'citrus': 72.7427, 'powdery': 71.186, 'patchouli': 54.971, 'vanilla': 52.0523, 'balsamic': 51.7605}","['Bitter Orange', 'Mandarin Orange']","['Turkish Rose', 'Grasse Rose', 'Egyptian Jasmine', 'Jasmine Sambac', 'Jasmine', 'Musk']","['Acácia', 'Cashmere Wood', 'Patchouli', 'Madagascar Vanilla', 'Cedar', 'Sandalwood']"
Pasha de  Parfum Cartier Cartier,Cartier,https://fimgs.net/mdimg/perfume/375x500.59418.jpg,for men,"{'woody': 100.0, 'amber': 89.0155, 'warm spicy': 60.688, 'balsamic': 52.5211, 'aromatic': 52.2736, 'vanilla': 49.5227, 'alcohol': 47.7237, 'fresh spicy': 46.2578, 'patchouli': 45.0394}",[],"['Sandalwood', 'Liquor', 'Balsam Fir', 'Tonka Bean', 'Benzoin', 'Ambrocenide', 'Indonesian Patchouli Leaf', 'Labdanum']",[]
Eros Eau De Parfum  Versace,Versace,https://fimgs.net/mdimg/perfume/375x500.62762.jpg,for men,"{'aromatic': 100.0, 'citrus': 93.2746, 'green': 79.2069, 'woody': 78.3314, 'vanilla': 74.1728, 'fresh spicy': 70.631, 'amber': 59.4485, 'fruity': 58.4536, 'powdery': 56.8618, 'leather': 52.6038}","['Mint', 'Candy Apple', 'Lemon', 'Mandarin Orange']","['Ambroxan', 'Geranium', 'Clary Sage']","['Vanilla', 'Leather', 'Sandalwood', 'Cedar', 'Bitter Orange', 'Patchouli']"
Nomade Absolu de Parfum  Chloé,Chloé,https://fimgs.net/mdimg/perfume/375x500.58424.jpg,for women,"{'mossy': 100.0, 'woody': 95.625, 'fruity': 80.5312, 'aromatic': 80.1375, 'earthy': 79.0, 'powdery': 70.9063, 'green': 70.6, 'musky': 67.1875, 'sweet': 62.5938, 'balsamic': 59.225}",['Mirabelle'],"['Oakmoss', 'Davana']","['Sandalwood', 'Musk']"
Interlude Black Iris Man  Amouage,Amouage,https://fimgs.net/mdimg/perfume/375x500.60929.jpg,for men,"{'amber': 100.0, 'woody': 73.5617, 'iris': 64.6343, 'powdery': 63.0854, 'fresh spicy': 59.7941, 'warm spicy': 56.5243, 'leather': 56.2446, 'oud': 52.3724, 'aromatic': 52.0713, 'balsamic': 51.4754}","['Violet Leaf', 'Rosemary', 'Bergamot']","['Orris', 'Olibanum', 'Myrhh', 'Vanilla', 'Labdanum', 'Amber']","['Leather', 'Agarwood (Oud)', 'Sandalwood', 'Patchouli', 'Cedar']"
J'Adore Infinissime  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.62638.jpg,for women,"{'white floral': 100.0, 'tuberose': 70.9471, 'yellow floral': 55.1532, 'woody': 54.1393, 'sweet': 44.273}","['Blood Orange', 'Bergamot', 'Pink Pepper']","['Tuberose', 'Jasmine Sambac', 'Ylang-Ylang', 'Lily-of-the-Valley', 'Rose']",['Sandalwood']
Angel Eau Croisière 2020  Mugler,Mugler,https://fimgs.net/mdimg/perfume/375x500.58960.jpg,for women,"{'sweet': 100.0, 'fruity': 79.8637, 'woody': 65.1934, 'patchouli': 58.361, 'floral': 57.8453, 'vanilla': 55.7827, 'lactonic': 45.7687, 'warm spicy': 44.1805}",[],"['Fig Nectar', 'Praline', 'Patchouli', 'Magnolia', 'Vanilla']",[]
R.E.M.  Ariana Grande,Ariana Grande,https://fimgs.net/mdimg/perfume/375x500.62578.jpg,for women,"{'sweet': 100.0, 'powdery': 59.1033, 'fruity': 58.1298, 'caramel': 56.2948, 'lavender': 55.9591, 'salty': 44.769800000000004, 'aromatic': 44.132}","['Zefir', 'Caramel', 'Fig', 'Salt', 'Quince']","['Lavender', 'Pear Blossom']","['Tonka Bean', 'Musk', 'Sandalwood']"
Alahine  Teo Cabanel,Teo Cabanel,https://fimgs.net/mdimg/perfume/375x500.4233.jpg,for women,"{'amber': 100.0, 'woody': 90.7326, 'warm spicy': 75.7587, 'powdery': 65.563, 'vanilla': 64.4978, 'yellow floral': 61.8044, 'sweet': 58.5326, 'white floral': 56.9348, 'fresh spicy': 56.5544, 'balsamic': 56.5315}","['Ylang-Ylang', 'Bergamot']","['Pepper', 'Rose', 'Orange Blossom', 'Jasmine']","['Benzoin', 'French labdanum', 'Sandalwood', 'Vanilla', 'iris', 'Patchouli', 'Musk']"
L’Homme Ideal Eau de Parfum  Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.37735.jpg,for men,"{'sweet': 100.0, 'cherry': 92.8321, 'vanilla': 90.4173, 'almond': 90.1364, 'nutty': 76.135, 'amber': 68.2566, 'fruity': 67.9222, 'warm spicy': 65.7349, 'leather': 61.9966, 'smoky': 59.3635}","['Almond', 'Spices', 'Lavender', 'Bergamot', 'Rosemary', 'Thyme']","['Cherry', 'Vanilla', 'Incense', 'Bulgarian Rose']","['Tonka Bean', 'Leather', 'Sandalwood']"
Arabie  Serge Lutens,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.1005.jpg,for women and men,"{'fresh spicy': 100.0, 'sweet': 96.0072, 'fruity': 95.2813, 'warm spicy': 86.4919, 'amber': 79.3545, 'woody': 69.091, 'aromatic': 58.7941, 'balsamic': 48.4936, 'powdery': 44.1378}",[],"['Dried Fruits', 'Cloves', 'Dates', 'Nutmeg', 'Caraway', 'Bay Leaf', 'Resin', 'Siam Benzoin', 'Myrrh', 'Fig', 'Sandalwood', 'Mandarin Orange', 'Tonka Bean', 'Cedar']",[]
Poison  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.218.jpg,for women,"{'fruity': 100.0, 'sweet': 96.4821, 'amber': 92.2035, 'white floral': 86.7026, 'woody': 85.1251, 'warm spicy': 78.9501, 'balsamic': 69.8069, 'tuberose': 69.5822, 'floral': 65.0911, 'honey': 63.3723}","['Plum', 'Wild berries', 'Coriander', 'Anise', 'Brazilian Rosewood']","['Tuberose', 'Incense', 'white honey', 'Cinnamon', 'Opoponax', 'Carnation', 'Jasmine', 'African Orange flower', 'Rose']","['Vanille', 'Amber', 'Sandalwood', 'Musk', 'Heliotrope', 'Vetiver', 'Virginia Cedar']"
Levante Intense  Jo Milano Paris,Jo Milano Paris,https://fimgs.net/mdimg/perfume/375x500.54421.jpg,for women and men,"{'citrus': 100.0, 'fresh spicy': 76.2, 'mossy': 72.0, 'white floral': 72.0, 'earthy': 65.0, 'aromatic': 55.2, 'woody': 51.0}",['Grapefruit'],"['Jasmine', 'Bay Leaf']","['Oakmoss', 'Patchouli']"
New York Kate Spade Kate Spade,Kate Spade,https://fimgs.net/mdimg/perfume/375x500.64401.jpg,for women,"{'amber': 100.0, 'citrus': 94.717, 'fruity': 92.7359, 'woody': 92.7359, 'musky': 91.7453, 'floral': 76.5566, 'sweet': 73.9151, 'rose': 69.6226, 'powdery': 59.0566, 'fresh spicy': 52.4528}","['Wild Strawberry', 'Bergamot', 'Citruses']","['Rose', 'Freesia']","['Ambroxan', 'Cashmeran']"
La Yuqawam Jasmine Wisp  Rasasi,Rasasi,https://fimgs.net/mdimg/perfume/375x500.44897.jpg,for women,"{'sweet': 100.0, 'fruity': 96.9791, 'vanilla': 84.8611, 'tropical': 67.7777, 'white floral': 67.5, 'amber': 61.5972, 'citrus': 58.4722, 'fresh': 57.1528, 'coconut': 57.0833, 'powdery': 47.4653}","['Mandarin Orange', 'Lemon', 'Grapefruit']","['Passionfruit', 'White Flowers', 'Pear', 'Coconut', 'Peach']","['Vanilla', 'Amber', 'Tonka Bean']"
Her Intense Burberry Burberry,Burberry,https://fimgs.net/mdimg/perfume/375x500.56761.jpg,for women,"{'fruity': 100.0, 'amber': 69.4451, 'sweet': 54.6782, 'warm spicy': 49.7225, 'fresh': 45.2174}","['Red Fruits', 'Blackberry']",['Jasmine'],['Benzoin']
Oriental Orchid  Rirana Parfume,Rirana Parfume,https://fimgs.net/mdimg/perfume/375x500.60724.jpg,for women and men,"{'white floral': 100.0, 'warm spicy': 97.2, 'floral': 92.0666, 'sweet': 91.6, 'chocolate': 82.2667, 'patchouli': 76.6667, 'woody': 60.8, 'balsamic': 58.0, 'powdery': 56.6, 'amber': 55.2}",[],"['Orchid', 'White Flowers', 'Chocolate', 'Patchouli', 'Incense']",[]
1 Million Lucky  Paco Rabanne,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.48903.jpg,for men,"{'woody': 100.0, 'sweet': 83.926, 'nutty': 77.2509, 'honey': 75.4982, 'fruity': 70.6051, 'ozonic': 52.5665, 'citrus': 51.5076, 'amber': 46.5634, 'floral': 45.6724}","['Plum', 'Ozonic notes', 'Grapefruit', 'Bergamot']","['Hazelnut', 'Honey', 'Cedar', 'Cashmere Wood', 'Jasmine', 'Orange Blossom']","['Amberwood', 'Patchouli', 'Oakmoss', 'Vetiver']"
Midnight Fantasy  Britney Spears,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.802.jpg,for women,"{'sweet': 100.0, 'fruity': 97.0704, 'cherry': 71.5287, 'vanilla': 62.6033, 'powdery': 55.4413, 'nutty': 50.7643, 'floral': 48.8268, 'almond': 46.6115}","['Plum', 'Sour Cherry', 'Raspberry']","['Orchid', 'iris', 'Freesia']","['Vanilla', 'Amber', 'Musk']"
Shock-In-Scent For Women  Police,Police,https://fimgs.net/mdimg/perfume/375x500.53442.jpg,for women,"{'honey': 100.0, 'sweet': 87.0145, 'almond': 72.6087, 'amber': 68.5507, 'white floral': 68.5507, 'floral': 67.8913, 'nutty': 55.5652, 'powdery': 51.3551, 'fruity': 51.3044, 'animalic': 49.8334}","['Almond', 'Bergamot']","['White Flowers', 'Jasmine', 'Ylang-Ylang']","['Honey', 'Amber', 'Orris Root']"
Fantasy The Nice Remix  Britney Spears,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.22960.jpg,for women,"{'sweet': 100.0, 'white floral': 67.6176, 'fruity': 60.7355, 'musky': 59.47, 'tropical': 47.0753, 'powdery': 44.735, 'fresh': 44.0069}",[],"['Cupcake', 'Jasmine', 'Kiwi', 'Musk']",[]
Cloud  Ariana Grande,Ariana Grande,https://fimgs.net/mdimg/perfume/375x500.50384.jpg,for women,"{'sweet': 100.0, 'lactonic': 65.4038, 'vanilla': 61.4724, 'coconut': 52.6843}","['Lavender', 'Pear', 'Bergamot']","['Whipped cream', 'Praline', 'Coconut', 'Vanilla orchid']","['Musk', 'Woody Notes']"
Lost Cherry  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.51411.jpg,for women and men,"{'sweet': 100.0, 'almond': 93.2931, 'cherry': 86.6359, 'nutty': 82.7012, 'fruity': 76.8985, 'vanilla': 62.6277, 'amber': 61.1746, 'warm spicy': 57.9752, 'woody': 56.3258, 'alcohol': 54.1001}","['Sour Cherry', 'Bitter Almond', 'Liquor']","['Sour Cherry', 'Plum', 'Turkish Rose', 'Jasmine Sambac']","['Tonka Bean', 'Vanilla', 'Peru Balsam', 'Benzoin', 'Cinnamon', 'Sandalwood', 'Cedar', 'Cloves', 'Vetiver', 'Patchouli']"
Ombré Leather (2018)  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.50239.jpg,for women and men,"{'leather': 100.0, 'animalic': 71.3973, 'white floral': 58.7613, 'warm spicy': 56.2764, 'amber': 54.7961, 'smoky': 51.0, 'earthy': 49.1178, 'mossy': 48.6103, 'patchouli': 45.2266, 'woody': 44.719}",['Cardamom'],"['Leather', 'Jasmine Sambac']","['Amber', 'Moss', 'Patchouli']"
L'Interdit Eau de Parfum  Givenchy,Givenchy,https://fimgs.net/mdimg/perfume/375x500.51488.jpg,for women,"{'white floral': 100.0, 'tuberose': 64.9232, 'sweet': 62.3878, 'woody': 51.0102, 'fruity': 50.3668, 'patchouli': 49.2398, 'citrus': 48.8048, 'vanilla': 47.9605, 'animalic': 45.9879, 'amber': 45.8626}","['Pear', 'Bergamot']","['Tuberose', 'Orange Blossom', 'Jasmine Sambac']","['Patchouli', 'Vanilla', 'Ambroxan', 'Vetiver']"
Y Eau de Parfum  Yves Saint Laurent,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.50757.jpg,for men,"{'aromatic': 100.0, 'woody': 79.5738, 'fresh spicy': 73.4814, 'amber': 72.0841, 'warm spicy': 71.743, 'fruity': 66.1307, 'fresh': 61.2038, 'herbal': 58.4126, 'citrus': 57.4027, 'green': 53.8797}","['Apple', 'Ginger', 'Bergamot']","['Sage', 'Juniper Berries', 'Geranium']","['Amberwood', 'Tonka Bean', 'Cedar', 'Vetiver', 'Olibanum']"
Her Burberry Burberry,Burberry,https://fimgs.net/mdimg/perfume/375x500.51694.jpg,for women,"{'fruity': 100.0, 'sweet': 78.4423, 'woody': 49.2938, 'powdery': 47.7743, 'musky': 47.7378}","['Strawberry', 'Raspberry', 'Blackberry', 'Sour Cherry', 'Black Currant', 'Mandarin Orange', 'Lemon']","['Violet', 'Jasmine']","['Musk', 'Vanilla', 'Oakmoss', 'Cashmeran', 'Woody Notes', 'Amber', 'Patchouli']"
Oud for Greatness  Initio Parfums Prives,Initio Parfums Prives,https://fimgs.net/mdimg/perfume/375x500.53641.jpg,for women and men,"{'warm spicy': 100.0, 'fresh spicy': 90.1848, 'oud': 88.9977, 'patchouli': 62.7765, 'lavender': 61.3591, 'musky': 56.9299, 'leather': 55.229, 'woody': 49.6659, 'earthy': 49.4179, 'tobacco': 48.9218}","['Saffron', 'Nutmeg', 'Lavender']",['Agarwood (Oud)'],"['Patchouli', 'Musk']"
Nomade  Chloé,Chloé,https://fimgs.net/mdimg/perfume/375x500.48434.jpg,for women,"{'woody': 100.0, 'citrus': 90.1937, 'fruity': 89.1132, 'mossy': 86.3523, 'earthy': 78.4586, 'floral': 76.1273, 'sweet': 67.4583, 'powdery': 55.6962, 'warm spicy': 55.6476, 'amber': 54.7453}","['Mirabelle', 'Bergamot', 'Lemon', 'Orange']","['Freesia', 'Peach', 'Rose', 'Jasmine']","['Oakmoss', 'Amberwood', 'Patchouli', 'White Musk', 'Sandalwood']"
Sauvage Eau de Parfum  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.48100.jpg,for men,"{'fresh spicy': 100.0, 'citrus': 80.6111, 'amber': 79.0337, 'musky': 59.4202, 'lavender': 54.4901, 'anis': 52.5651, 'soft spicy': 52.4421, 'vanilla': 51.3353, 'herbal': 50.9235, 'aromatic': 49.5814}",['Bergamot'],"['Sichuan Pepper', 'Lavender', 'Star Anise', 'Nutmeg']","['Ambroxan', 'Vanilla']"
Wanted by Night  Azzaro,Azzaro,https://fimgs.net/mdimg/perfume/375x500.49144.jpg,for men,"{'warm spicy': 100.0, 'cinnamon': 93.0397, 'woody': 89.6462, 'citrus': 86.2279, 'fruity': 85.8688, 'sweet': 79.7691, 'amber': 71.948, 'aromatic': 68.6412, 'tobacco': 68.2696, 'fresh spicy': 65.3097}","['Cinnamon', 'Mandarin Orange', 'Lavender', 'Lemon']","['Fruity Notes', 'Incense', 'Red Cedar', 'Cumin']","['Tobacco', 'Vanilla', 'Cedar', 'Leather', 'Benzoin', 'Cypress', 'Iso E Super', 'Patchouli']"
Narciso Rouge  Narciso Rodriguez,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.49331.jpg,for women,"{'powdery': 100.0, 'vanilla': 82.1002, 'musky': 80.289, 'woody': 77.5466, 'iris': 73.9949, 'rose': 70.5267, 'sweet': 57.8805, 'earthy': 54.8812, 'aromatic': 52.0424, 'violet': 51.9974}","['iris', 'Bulgarian Rose']","['Musk', 'Tuberose', 'Orange Blossom']","['Tonka Bean', 'Vanilla', 'White Cedar Extract', 'Cedar', 'Sandalwood', 'Vetiver']"
The Only One  Dolce&Gabbana,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.51249.jpg,for women,"{'caramel': 100.0, 'sweet': 94.3257, 'powdery': 91.5379, 'vanilla': 82.2614, 'violet': 80.9848, 'coffee': 79.3939, 'warm spicy': 69.106, 'citrus': 66.2348, 'iris': 65.4545, 'fruity': 57.2727}","['Violet', 'Bergamot', 'Orange']","['Coffee', 'Pear', 'iris', 'Orange Blossom', 'Rose']","['Caramel', 'Vanilla', 'Patchouli']"
Bleu de  Parfum Chanel Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.49912.jpg,for men,"{'woody': 100.0, 'citrus': 65.2876, 'aromatic': 64.2295, 'amber': 58.8671, 'fresh spicy': 56.4889, 'warm spicy': 48.5581, 'powdery': 48.4092, 'green': 46.0875, 'lavender': 45.9745}","['Lemon Zest', 'Bergamot', 'Mint', 'Artemisia']","['Lavender', 'Geranium', 'Pineapple', 'Green Notes']","['Sandalwood', 'Cedar', 'Amberwood', 'Iso E Super', 'Tonka Bean']"
