name,company,image,for_gender,main accords,top notes,middle notes,base notes
La Belle  Jean Paul Gaultier,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.55786.jpg,for women,"{'vanilla': 100.0, 'fruity': 84.4937, 'sweet': 80.3291, 'aquatic': 59.0633, 'aromatic': 53.481, 'woody': 53.481, 'fresh': 51.7975, 'powdery': 51.0, 'earthy': 50.1266}",['Pear'],['Vetiver'],['Vanilla']
Mémoire d’une Odeur  Gucci,Gucci,https://fimgs.net/mdimg/perfume/375x500.56096.jpg,for women and men,"{'herbal': 100.0, 'woody': 81.4752, 'musky': 77.0608, 'floral': 76.5721, 'powdery': 76.312, 'aromatic': 61.3975, 'white floral': 61.2162, 'almond': 56.6442, 'fresh spicy': 47.5, 'sweet': 46.6329}","['Chamomile', 'Bitter Almond']","['Musk', 'Indian Jasmine', 'Jasmine']","['Sandalwood', 'Cedar', 'Vanilla']"
Armani Code Absolu  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.53106.jpg,for men,"{'vanilla': 100.0, 'sweet': 59.7095, 'powdery': 58.9316, 'amber': 50.478, 'citrus': 49.2127, 'fresh spicy': 49.0956, 'leather': 47.91, 'musky': 46.3543, 'woody': 44.5267}","['Green Mandarin', 'Apple']","['Nutmeg', 'Orange Blossom', 'Carrot Seeds']","['Vanilla', 'Tonka Bean', 'Suede', 'Woody Notes']"
Instant Crush  Mancera,Mancera,https://fimgs.net/mdimg/perfume/375x500.54885.jpg,for women and men,"{'warm spicy': 100.0, 'woody': 88.8951, 'amber': 65.8642, 'vanilla': 63.4156, 'powdery': 60.0597, 'citrus': 53.8807, 'musky': 48.1482, 'rose': 46.1317, 'leather': 45.786, 'earthy': 44.9506}","['Saffron', 'Ginger', 'Sicilian Mandarin', 'Sicilian Bergamot']","['Amberwood', 'Moroccan Rose', 'Egyptian Jasmine', 'Indonesian Patchouli Leaf']","['Madagascar Vanilla', 'Sandalwood', 'White Musk', 'Oakmoss']"
Mon  Eau de Parfum Intense Guerlain Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.55997.jpg,for women,"{'vanilla': 100.0, 'woody': 76.8716, 'lavender': 69.5954, 'aromatic': 68.8314, 'balsamic': 67.6855, 'sweet': 66.3206, 'powdery': 66.2694, 'warm spicy': 63.9309, 'patchouli': 50.4964, 'soft spicy': 50.2076}","['Lavender', 'Mandarin Orange', 'Bergamot']","['Tahitian Vanilla', 'Madagascar Vanilla', 'iris', 'Jasmine Sambac', 'Rose']","['Coumarin', 'Patchouli', 'Licorice', 'Benzoin', 'Australian Sandalwood', 'White Musk']"
Sì Fiori  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.53243.jpg,for women,"{'vanilla': 100.0, 'fruity': 88.8703, 'citrus': 84.8284, 'powdery': 69.3055, 'rose': 67.7824, 'musky': 66.6109, 'woody': 64.423, 'floral': 64.0481, 'soft spicy': 55.5544, 'white floral': 53.6506}","['Black Currant', 'Green Mandarin']","['Neroli', 'Rose', 'Patchouli', 'Oakmoss']","['Vanilla', 'White Musk']"
Gabrielle Essence  Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.56076.jpg,for women,"{'white floral': 100.0, 'citrus': 62.4675, 'fruity': 56.7208, 'sweet': 55.6534, 'woody': 51.0674, 'tuberose': 50.7792, 'yellow floral': 49.3182, 'animalic': 47.6583, 'powdery': 47.2809, 'fresh': 46.4205}","['Citruses', 'Peach', 'Red Fruits', 'Petitgrain', 'Black Currant']","['White Flowers', 'Tuberose', 'Ylang-Ylang', 'Jasmine', 'Orange Blossom', 'Coconut']","['Musk', 'Sandalwood', 'Vanilla']"
Emporio Armani Stronger With You Intensely   Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.52802.jpg,for men,"{'vanilla': 100.0, 'sweet': 97.2501, 'amber': 68.8395, 'cinnamon': 64.9852, 'warm spicy': 64.0957, 'aromatic': 62.9987, 'powdery': 59.641, 'caramel': 50.7539, 'soft spicy': 49.9979, 'musky': 44.7056}","['Pink Pepper', 'Juniper', 'Violet']","['Toffee', 'Cinnamon', 'Lavender', 'Sage']","['Vanilla', 'Tonka Bean', 'Amber', 'Suede']"
for Men Intense Bentley Bentley,Bentley,https://fimgs.net/mdimg/perfume/375x500.17666.jpg,for men,"{'woody': 100.0, 'warm spicy': 95.4454, 'amber': 84.9208, 'rum': 68.7459, 'smoky': 65.8381, 'fresh spicy': 65.2578, 'leather': 59.757, 'balsamic': 56.0436, 'aromatic': 49.3637, 'cinnamon': 48.5519}","['Black Pepper', 'Bay Leaf', 'Bergamot']","['Rum', 'Woody Notes', 'Cinnamon', 'Clary Sage', 'African Geranium']","['Incense', 'Leather', 'Benzoin', 'Patchouli', 'Cedar']"
Si  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.18453.jpg,for women,"{'woody': 100.0, 'vanilla': 98.1549, 'aromatic': 85.8365, 'soft spicy': 84.4019, 'fruity': 78.3917, 'green': 77.6168, 'patchouli': 71.2328, 'floral': 70.1631, 'rose': 66.6381, 'earthy': 65.1053}",['Cassis'],"['May Rose', 'Freesia']","['Vanilla', 'Patchouli', 'Ambroxan', 'Woody Notes']"
Intense Cafe  Montale,Montale,https://fimgs.net/mdimg/perfume/375x500.18021.jpg,for women and men,"{'rose': 100.0, 'vanilla': 90.916, 'coffee': 81.0148, 'floral': 75.643, 'powdery': 66.2746, 'warm spicy': 60.6089, 'musky': 59.4836, 'amber': 51.7198, 'sweet': 45.1316}",['Floral Notes'],"['Rose', 'Coffee']","['Vanila', 'White Musk', 'Amber']"
Jazz Club  Maison Martin Margiela,Maison Martin Margiela,https://fimgs.net/mdimg/perfume/375x500.20541.jpg,for men,"{'tobacco': 100.0, 'rum': 89.9225, 'sweet': 89.2444, 'vanilla': 85.082, 'woody': 69.0811, 'soft spicy': 61.7139, 'aromatic': 60.4203, 'amber': 53.9941, 'warm spicy': 47.38, 'powdery': 46.5246}","['Pink Pepper', 'Neroli', 'Lemon']","['Rum', 'Clary Sage', 'Java vetiver oil']","['Tobacco Leaf', 'vanilla bean', 'Styrax']"
Invictus  Paco Rabanne,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.18471.jpg,for men,"{'citrus': 100.0, 'marine': 86.3225, 'aromatic': 85.3749, 'fresh spicy': 73.8753, 'woody': 60.5896, 'salty': 54.4578, 'amber': 54.1105, 'white floral': 49.3976, 'camphor': 47.3636, 'aquatic': 46.5351}","['Sea Notes', 'Grapefruit', 'Mandarin Orange']","['Bay Leaf', 'Jasmine']","['Ambergris', 'Guaiac Wood', 'Oakmoss', 'Patchouli']"
Encre Noire Sport  Lalique,Lalique,https://fimgs.net/mdimg/perfume/375x500.21369.jpg,for men,"{'woody': 100.0, 'aromatic': 95.5987, 'citrus': 72.3696, 'fresh spicy': 71.2632, 'earthy': 53.8344, 'aquatic': 51.4453, 'musky': 45.5529}","['Grapefruit', 'Bergamot', 'Nutmeg']","['Cypress', 'Watery Notes', 'Lavender']","['Bourbon Vetiver', 'Haitian Vetiver', 'Cashmere Wood', 'Musk']"
Dior Homme Cologne 2013  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.17256.jpg,for men,"{'citrus': 100.0, 'white floral': 56.1832, 'fresh spicy': 55.6489, 'musky': 52.9609, 'powdery': 46.6102, 'aromatic': 45.3893}",['Calabrian bergamot'],['Grapefruit blossom'],['Musk']
Oajan  Parfums de Marly,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.21548.jpg,for women and men,"{'amber': 100.0, 'warm spicy': 91.9151, 'vanilla': 89.3651, 'cinnamon': 75.6655, 'honey': 73.7653, 'sweet': 72.5946, 'floral': 58.4107, 'balsamic': 53.6786, 'musky': 46.7338, 'powdery': 46.3415}","['Cinnamon', 'Honey', 'Osmanthus']","['Benzoin', 'Ambergris', 'Labdanum', 'Artemisia']","['Tonka Bean', 'Vanila', 'Patchouli', 'Musk']"
Tobacco Oud  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.21402.jpg,for women and men,"{'warm spicy': 100.0, 'tobacco': 97.6626, 'woody': 91.4653, 'whiskey': 88.9741, 'oud': 72.4429, 'sweet': 65.9919, 'amber': 53.9741, 'balsamic': 49.9181, 'patchouli': 46.6081}",['Whiskey'],"['Spicy Notes', 'Cinnamon', 'Coriander']","['Tobacco', 'Agarwood (Oud)', 'Sandalwood', 'Patchouli', 'Incense', 'Benzoin', 'Vanilla', 'Cedar']"
Peony & Blush Suede  Jo Malone London,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.18767.jpg,for women,"{'floral': 100.0, 'rose': 79.3518, 'fresh': 79.1874, 'leather': 55.0409, 'fruity': 52.8314, 'musky': 47.8863}",['Red Apple'],"['Peony', 'Rose', 'Jasmine', 'Carnation']",['Suede']
La Fille de Berlin  Serge Lutens,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.17162.jpg,for women and men,"{'rose': 100.0, 'fresh spicy': 57.6704, 'floral': 51.6839, 'aromatic': 44.0596}","['Rose', 'Geranium']",['Palmarosa'],"['Honey', 'Moss', 'Patchouli']"
Pour Homme Oud Noir Versace Versace,Versace,https://fimgs.net/mdimg/perfume/375x500.17338.jpg,for men,"{'oud': 100.0, 'warm spicy': 97.309, 'woody': 73.6591, 'leather': 65.5745, 'fresh spicy': 65.1407, 'animalic': 44.7152}","['Black Pepper', 'Bitter Orange', 'Neroli']","['Saffron', 'Cardamom', 'Olibanum']","['Agarwood (Oud)', 'Patchouli', 'Leatherwood']"
Plum Japonais  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.18490.jpg,for women,"{'warm spicy': 100.0, 'fruity': 95.3139, 'amber': 81.9712, 'sweet': 75.8387, 'oud': 72.2459, 'cinnamon': 64.0074, 'fresh spicy': 57.1501, 'vanilla': 55.583, 'floral': 55.583, 'woody': 53.7866}","['Cinnamon', 'Saffron']","['Japanese Plum', 'Plum Blossom', 'Immortelle', 'Camellia', 'Liquor', 'Cypress']","['Agarwood (Oud)', 'Amber', 'Benzoin', 'Fir', 'Vanilla']"
Jour d'Hermes  Hermès,Hermès,https://fimgs.net/mdimg/perfume/375x500.17076.jpg,for women,"{'citrus': 100.0, 'white floral': 88.2078, 'green': 57.4268, 'floral': 47.364, 'aromatic': 47.1839, 'aquatic': 45.985, 'fresh': 44.3603}","['Grapefruit', 'Lemon', 'Watery Notes']","['White Flowers', 'Gardenia', 'Green Notes', 'Sweet Pea']","['Musk', 'Woody Notes']"
Bright Crystal Absolu  Versace,Versace,https://fimgs.net/mdimg/perfume/375x500.21547.jpg,for women,"{'floral': 100.0, 'fruity': 74.1118, 'sweet': 63.6213, 'woody': 61.8127, 'citrus': 61.6305, 'fresh': 61.1904, 'aquatic': 52.7313, 'rose': 51.9167, 'fresh spicy': 49.377, 'musky': 45.4813}","['Pomegranate', 'Yuzu', 'Water Notes']","['Peony', 'Raspberry', 'Lotus', 'Magnolia']","['Musk', 'Mahogany', 'Amber']"
Pour Femme Intense Dolce&Gabbana Dolce&Gabbana,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.18837.jpg,for women,"{'sweet': 100.0, 'white floral': 99.4982, 'powdery': 85.3283, 'citrus': 84.7931, 'woody': 69.1432, 'tuberose': 58.8349, 'warm spicy': 45.4411, 'animalic': 45.2337}","['Neroli', 'Green Mandarin']","['Orange Blossom', 'Tuberose']","['Marshmallow', 'Sandalwood']"
Lazy Sunday Morning  Maison Martin Margiela,Maison Martin Margiela,https://fimgs.net/mdimg/perfume/375x500.20542.jpg,for women and men,"{'musky': 100.0, 'rose': 83.2806, 'powdery': 74.9543, 'fresh': 74.594, 'white floral': 72.9661, 'aldehydic': 66.0275, 'floral': 61.6775, 'iris': 56.5536, 'soapy': 50.042, 'sweet': 47.7869}","['Aldehydes', 'Lily-of-the-Valley', 'Pear']","['Rose', 'iris', 'Orange Blossom']","['White Musk', 'Ambrette (Musk Mallow)', 'Indonesian Patchouli Leaf']"
Enigma Pour Homme  Roja Dove,Roja Dove,https://fimgs.net/mdimg/perfume/375x500.20559.jpg,for men,"{'warm spicy': 100.0, 'vanilla': 80.2764, 'woody': 72.4222, 'tobacco': 66.4495, 'sweet': 65.76, 'amber': 65.0563, 'fresh spicy': 58.273, 'citrus': 53.9807, 'white floral': 50.6876, 'balsamic': 45.6775}","['Black Pepper', 'Neroli', 'Bergamot']","['Cognac', 'Tobacco', 'Ginger', 'Jasmine']","['Vanilla', 'Benzoin', 'Patchouli']"
Chloe Roses De Chloe  Chloé,Chloé,https://fimgs.net/mdimg/perfume/375x500.18702.jpg,for women,"{'rose': 100.0, 'floral': 70.8437, 'citrus': 60.7963, 'fruity': 54.216, 'musky': 51.1406, 'aromatic': 45.7999, 'powdery': 45.2925}","['Litchi', 'Bergamot', 'Tarragon', 'Lemon']","['Damask Rose', 'Magnolia', 'Cedar', 'Apple', 'Black Currant', 'Peach']","['White Musk', 'Amber', 'Woody Notes']"
Meliora  Parfums de Marly,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.18750.jpg,for women,"{'fruity': 100.0, 'soft spicy': 55.5964, 'aromatic': 53.6126, 'fresh': 52.7747, 'green': 52.0297, 'sweet': 50.5774, 'woody': 48.6223}","['Black Currant', 'Red Berries', 'Cassis']","['Rose', 'Ylang-Ylang', 'Lily-of-the-Valley']","['Vanilla', 'Musk']"
Viva La Juicy Noir  Juicy Couture,Juicy Couture,https://fimgs.net/mdimg/perfume/375x500.18188.jpg,for women,"{'fruity': 100.0, 'woody': 78.892, 'white floral': 76.2412, 'caramel': 75.554, 'vanilla': 64.46, 'sweet': 56.7532, 'powdery': 48.6192, 'citrus': 46.3955}","['Wild berries', 'Mandarin Orange']","['Honeysuckle', 'Gardenia', 'Jasmine']","['Caramel', 'Vanilla', 'Amber', 'Sandalwood']"
My Name  Trussardi,Trussardi,https://fimgs.net/mdimg/perfume/375x500.18802.jpg,for women,"{'powdery': 100.0, 'floral': 90.9261, 'vanilla': 79.3112, 'violet': 61.1017, 'fresh': 57.2313, 'musky': 55.5451, 'almond': 45.956}","['Heliotrope', 'White Violet']","['Lilac', 'Musk', 'Arum Lily']","['Vanilla', 'Amber']"
Satine  Lalique,Lalique,https://fimgs.net/mdimg/perfume/375x500.17840.jpg,for women,"{'vanilla': 100.0, 'powdery': 67.655, 'woody': 66.7793, 'sweet': 54.0333, 'warm spicy': 52.3173, 'aromatic': 48.3561, 'white floral': 47.6258, 'balsamic': 46.6849, 'amber': 46.4333, 'soft spicy': 45.621}","['Heliotrope', 'Gardenia', 'Jasmine']","['Tonka Bean', 'Vanila', 'Pink Pepper']","['Sandalwood', 'Patchouli', 'Vetiver']"
for Women Adam Levine Adam Levine,Adam Levine,https://fimgs.net/mdimg/perfume/375x500.17490.jpg,for women,"{'warm spicy': 100.0, 'woody': 74.2297, 'vanilla': 67.0651, 'balsamic': 62.9544, 'powdery': 60.8372, 'amber': 52.8303, 'aromatic': 52.5767, 'sweet': 47.7068, 'white floral': 46.7162, 'floral': 44.0169}","['Spices', 'Marigold', 'Saffron', 'Citruses']","['Australian Sandalwood', 'Indian Jasmine', 'Rose Petals']","['Vanila', 'Benzoin']"
1899 Hemingway  Histoires de Parfums,Histoires de Parfums,https://fimgs.net/mdimg/perfume/375x500.18846.jpg,for women and men,"{'fresh spicy': 100.0, 'aromatic': 90.4758, 'warm spicy': 75.1085, 'cinnamon': 72.3038, 'woody': 71.5092, 'vanilla': 64.3572, 'powdery': 56.7496, 'citrus': 54.1903, 'amber': 50.3339, 'iris': 49.2822}","['Juniper', 'Black Pepper', 'Bergamot']","['Cinnamon', 'iris', 'Orange Blossom']","['Vanilla', 'Amber', 'Vetiver']"
Fate for Women  Amouage,Amouage,https://fimgs.net/mdimg/perfume/375x500.18542.jpg,for women,"{'warm spicy': 100.0, 'amber': 91.4692, 'smoky': 67.3591, 'balsamic': 59.6114, 'leather': 57.812, 'cinnamon': 56.5895, 'woody': 55.623, 'vanilla': 54.0624, 'fresh spicy': 51.2793}","['Cinnamon', 'Pepper', 'Red Chilli Pepper', 'Bergamot']","['Incense', 'Narcissus', 'Labdanum', 'Rose', 'Jasmine']","['Incense', 'Benzoin', 'Vanila', 'Castoreum', 'Leather', 'Oakmoss', 'Patchouli']"
Safanad  Parfums de Marly,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.18749.jpg,for women,"{'sweet': 100.0, 'white floral': 90.787, 'citrus': 85.4681, 'vanilla': 75.3243, 'woody': 69.1696, 'powdery': 67.346, 'yellow floral': 65.7124, 'fruity': 56.3569, 'amber': 50.8955, 'iris': 47.0963}","['Pear', 'Orange']","['Orange Blossom', 'Ylang-Ylang', 'iris']","['Vanilla', 'Sandalwood', 'Amber']"
Manifesto l'Elixir  Yves Saint Laurent,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.18785.jpg,for women,"{'vanilla': 100.0, 'powdery': 69.114, 'white floral': 62.1855, 'citrus': 59.2745, 'amber': 55.1378, 'woody': 52.7772, 'musky': 52.0168, 'tuberose': 45.548, 'balsamic': 45.5338, 'floral': 44.589}","['Bergamot', 'Mandarin Orange']","['Heliotrope', 'Jasmine Sambac', 'Tuberose']","['Vanilla', 'Cashmere Wood', 'Ambroxan']"
Baccarat Rouge 540  Maison Francis Kurkdjian,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.33519.jpg,for women and men,"{'woody': 100.0, 'amber': 91.1255, 'warm spicy': 66.6345, 'fresh spicy': 49.1013, 'aromatic': 48.1324, 'fresh': 45.0173, 'conifer': 45.0082, 'animalic': 44.4332}","['Saffron', 'Jasmine']","['Amberwood', 'Ambergris']","['Fir Resin', 'Cedar']"
Sauvage   Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.31861.jpg,for men,"{'fresh spicy': 100.0, 'amber': 75.7735, 'citrus': 71.1583, 'aromatic': 61.0283, 'musky': 59.7164, 'woody': 51.4028, 'herbal': 45.5667, 'warm spicy': 44.4843}","['Calabrian bergamot', 'Pepper']","['Sichuan Pepper', 'Lavender', 'Pink Pepper', 'Vetiver', 'Patchouli', 'Geranium', 'elemi']","['Ambroxan', 'Cedar', 'Labdanum']"
Acqua di Giò Profumo  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.29727.jpg,for men,"{'aromatic': 100.0, 'marine': 73.3423, 'fresh spicy': 68.4669, 'amber': 65.1618, 'smoky': 61.255, 'citrus': 59.4849, 'warm spicy': 59.1245, 'woody': 58.921, 'balsamic': 56.1798, 'patchouli': 52.1516}","['Sea Notes', 'Bergamot']","['Rosemary', 'Sage', 'Geranium']","['Incense', 'Patchouli']"
The One for Men Eau de Parfum  Dolce&Gabbana,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.31909.jpg,for men,"{'warm spicy': 100.0, 'amber': 99.0929, 'tobacco': 95.1163, 'citrus': 78.2656, 'aromatic': 76.6315, 'sweet': 68.6162, 'woody': 54.2322, 'fresh spicy': 51.517, 'white floral': 47.7703, 'animalic': 47.3726}","['Grapefruit', 'Coriander', 'Basil']","['Ginger', 'Cardamom', 'Orange Blossom']","['Amber', 'Tobacco', 'Cedar']"
La Nuit Tresor  Lancome,Lancome,https://fimgs.net/mdimg/perfume/375x500.29157.jpg,for women,"{'sweet': 100.0, 'fruity': 70.7589, 'warm spicy': 51.3901, 'caramel': 50.9647, 'balsamic': 50.2373, 'vanilla': 50.0601, 'woody': 47.3732, 'tropical': 46.7338, 'patchouli': 46.1727, 'amber': 44.4124}","['Pear', 'Tangerine', 'Bergamot']","['Strawberry', 'Vanilla orchid', 'Black Rose', 'Passionfruit']","['Praline', 'Caramel', 'Litchi', 'Patchouli', 'Vanilla', 'Incense', 'Coffee', 'Licorice', 'Coumarin', 'Papyrus']"
Ultra Male  Jean Paul Gaultier,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.30947.jpg,for men,"{'vanilla': 100.0, 'fruity': 82.571, 'sweet': 80.3024, 'cinnamon': 71.6306, 'warm spicy': 70.1008, 'aromatic': 67.7375, 'aquatic': 58.0379, 'powdery': 57.4293, 'amber': 56.7591, 'fresh spicy': 56.2524}","['Pear', 'Lavender', 'Mint', 'Bergamot', 'Lemon']","['Cinnamon', 'Caraway', 'Clary Sage']","['Black Vanilla Husk', 'Amber', 'Patchouli', 'Cedar']"
Olympéa  Paco Rabanne,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.31666.jpg,for women,"{'vanilla': 100.0, 'salty': 88.3639, 'white floral': 78.4615, 'woody': 69.432, 'warm spicy': 62.7101, 'citrus': 62.3787, 'amber': 62.1124, 'powdery': 61.5325, 'marine': 59.182, 'balsamic': 58.4793}","['Water Jasmine', 'Green Mandarin', 'Ginger flower']","['Salt', 'Vanilla']","['Cashmere Wood', 'Ambergris', 'Sandalwood']"
Spicebomb Extreme  Viktor&Rolf,Viktor&Rolf,https://fimgs.net/mdimg/perfume/375x500.30499.jpg,for men,"{'fresh spicy': 100.0, 'vanilla': 96.0808, 'tobacco': 88.3456, 'sweet': 73.413, 'aromatic': 54.5096, 'lavender': 50.4799, 'powdery': 49.8242, 'warm spicy': 47.9751}",[],"['Vanilla', 'Tobacco', 'Black Pepper', 'Caraway', 'Lavender']",[]
Noir Extreme  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.29675.jpg,for men,"{'warm spicy': 100.0, 'sweet': 97.6252, 'vanilla': 95.0256, 'woody': 85.2247, 'powdery': 70.0572, 'amber': 65.5226, 'fresh spicy': 64.4907, 'white floral': 62.3474, 'aromatic': 61.8182, 'citrus': 55.911}","['Cardamom', 'Nutmeg', 'Saffron', 'Mandarin Orange', 'Neroli']","['Kulfi', 'Rose', 'Jasmine', 'Mastic or Lentisque', 'Orange Blossom']","['Vanilla', 'Amber', 'Woody Notes', 'Sandalwood']"
Encre Noire A L'Extreme  Lalique,Lalique,https://fimgs.net/mdimg/perfume/375x500.32356.jpg,for men,"{'woody': 100.0, 'aromatic': 85.9477, 'amber': 69.2061, 'balsamic': 61.1479, 'warm spicy': 59.3087, 'earthy': 57.9457, 'smoky': 52.9706, 'fresh spicy': 45.3424}","['Cypress', 'Elemi resin', 'Bergamot']","['Haitian Vetiver', 'Vetiver', 'Incense', 'Orris']","['Benzoin', 'Sandalwood', 'Patchouli']"
Noir Pour Femme  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.30957.jpg,for women,"{'sweet': 100.0, 'vanilla': 86.6049, 'amber': 75.3679, 'woody': 73.1783, 'powdery': 70.4268, 'balsamic': 66.9507, 'citrus': 66.3416, 'warm spicy': 63.8054, 'lactonic': 57.5568, 'aromatic': 49.6962}","['Ginger', 'Bitter Orange', 'Mandarin Orange', 'Bergamot']","['Kulfi', 'Rose', 'Orange Blossom', 'Jasmine']","['Vanilla', 'Amber', 'Sandalwood', 'Mastic or Lentisque']"
CH Men Prive  Carolina Herrera,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.31508.jpg,for men,"{'warm spicy': 100.0, 'leather': 91.973, 'aromatic': 90.3275, 'whiskey': 88.1799, 'woody': 83.9852, 'amber': 72.1149, 'vanilla': 69.0469, 'animalic': 60.9865, 'citrus': 54.0975, 'lavender': 52.2567}","['Whiskey', 'Grapefruit', 'Pomelo']","['Cardamom', 'Lavender', 'Sage', 'Red Thyme']","['Leather', 'Tonka Bean', 'Woody Notes', 'Benzoin']"
Decadence  Marc Jacobs,Marc Jacobs,https://fimgs.net/mdimg/perfume/375x500.31226.jpg,for women,"{'woody': 100.0, 'fruity': 95.1813, 'amber': 84.9165, 'iris': 83.0917, 'earthy': 81.7458, 'powdery': 70.0925, 'sweet': 62.5907, 'aromatic': 61.6155, 'warm spicy': 58.9865, 'leather': 55.9813}","['Plum', 'Saffron', 'iris']","['Orris', 'Bulgarian Rose', 'Jasmine Sambac']","['Amber', 'Vetiver', 'Papyrus']"
L’Homme Ideal Cologne  Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.30620.jpg,for men,"{'citrus': 100.0, 'almond': 59.0213, 'fresh spicy': 52.5781, 'aromatic': 51.0026, 'sweet': 49.232, 'nutty': 47.4127, 'fruity': 44.5106}","['Grapefruit', 'Orange', 'Bergamot', 'Pink Pepper']","['Almond', 'Neroli']","['Vetiver', 'White Musk']"
Oud Satin Mood  Maison Francis Kurkdjian,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.30352.jpg,for women and men,"{'vanilla': 100.0, 'rose': 94.5798, 'oud': 79.0934, 'powdery': 71.9489, 'amber': 66.2413, 'violet': 65.3632, 'floral': 59.9829, 'warm spicy': 48.1207, 'balsamic': 45.8456}",[],"['Bulgarian Rose', 'Turkish Rose', 'Vanilla', 'Agarwood (Oud)', 'Benzoin', 'Violet']",[]
XJ 1861 Naxos  Xerjoff,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.30529.jpg,for women and men,"{'sweet': 100.0, 'vanilla': 86.9112, 'honey': 78.6133, 'tobacco': 74.5426, 'lavender': 67.2624, 'aromatic': 66.2721, 'citrus': 62.4089, 'amber': 56.5533, 'warm spicy': 56.0837, 'floral': 53.5316}","['Lavender', 'Bergamot', 'Lemon']","['Honey', 'Cinnamon', 'Cashmeran', 'Jasmine Sambac']","['Tobacco Leaf', 'Tonka Bean', 'Vanilla']"
Carlisle  Parfums de Marly,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.33514.jpg,for women and men,"{'woody': 100.0, 'warm spicy': 95.5802, 'patchouli': 77.2684, 'vanilla': 62.3621, 'citrus': 59.4125, 'aromatic': 57.4305, 'powdery': 54.025, 'fresh spicy': 51.9779, 'balsamic': 48.9446, 'earthy': 48.9073}","['Green Apple', 'Nutmeg']","['Tonka Bean', 'Rose']","['Patchouli', 'Vanilla']"
Kirke  Tiziana Terenzi,Tiziana Terenzi,https://fimgs.net/mdimg/perfume/375x500.32172.jpg,for women and men,"{'fruity': 100.0, 'sweet': 76.8397, 'musky': 61.5096, 'powdery': 61.0639, 'fresh': 53.3569, 'tropical': 52.2402}","['Passionfruit', 'Peach', 'Pear', 'Raspberry', 'Cassis', 'Sand']",['Lily-of-the-Valley'],"['Musk', 'Vanilla', 'Sandalwood', 'Patchouli', 'Heliotrope']"
Fève Délicieuse  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.30164.jpg,for women and men,"{'sweet': 100.0, 'vanilla': 93.0388, 'amber': 64.3933, 'warm spicy': 62.8655, 'cacao': 55.1035, 'aromatic': 55.0937, 'caramel': 52.0086, 'cherry': 49.847, 'lactonic': 47.9655, 'nutty': 45.5386}","['Lavender', 'Mint', 'Bergamot']","['Sour Cherry', 'Jasmine', 'Freesia']","['Tonka Bean', 'Vanilla', 'Cacao Pod', 'Caramel', 'Praline', 'Benzoin', 'Milk', 'Sandalwood', 'Leather', 'Cedar']"
Donna Valentino Valentino,Valentino,https://fimgs.net/mdimg/perfume/375x500.31411.jpg,for women,"{'iris': 100.0, 'rose': 99.4024, 'powdery': 92.1707, 'vanilla': 88.794, 'leather': 85.6564, 'earthy': 75.9594, 'patchouli': 74.8986, 'woody': 73.4717, 'violet': 65.0, 'floral': 61.6195}",['Bergamot'],"['iris', 'Bulgarian Rose']","['Vanilla', 'Leather', 'Patchouli']"
